birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,fullName,height,isInHallOfFameYn,lastName,nationalityCode,playerId,catches,weight,seasonId,assists,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,otLosses,penaltyMinutes,points,savePct,saves,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20062007,1,16,16,0,44,2.89452,6,0,2,1,0.90618,425,469,2,MTL,NA,54724,10
Garden City,USA,1982-09-20,MI,26,1,2001,Jason Bacashihua,71,N,Bacashihua,USA,8469479,L,177,20062007,0,19,12,0,47,3.15518,7,3,2,0,0.89555,403,450,0,STL,NA,53626,3
Montréal,CAN,1977-07-19,QC,76,3,1995,Jean-Sebastien Aubin,71,N,Aubin,CAN,8462102,R,180,20062007,0,20,10,0,46,3.43148,5,2,0,0,0.87601,325,371,0,TOR,NA,48259,3
Montréal,CAN,1977-05-16,QC,13,1,1995,Jean-Sebastien Giguere,73,N,Giguere,CAN,8462044,L,202,20062007,2,74,70,0,157,2.18475,14,8,0,2,0.91911,1784,1941,5,ANA,NA,258702,49
Montréal,CAN,1975-01-12,QC,10,1,1993,Jocelyn Thibault,71,N,Thibault,CAN,8459432,L,169,20062007,0,23,17,0,52,2.81262,8,2,0,0,0.90924,521,573,1,PIT,NA,66557,7
Pictou,CAN,1980-02-07,NS,NA,NA,NA,Joey MacDonald,72,N,MacDonald,CAN,8469732,L,197,20062007,0,15,12,0,43,3.12241,7,2,0,0,0.89408,363,406,0,"DET,BOS",NA,49577,3
Leksand,SWE,1973-05-05,NA,218,9,1994,Johan Hedberg,72,N,Hedberg,SWE,8460704,L,190,20062007,1,23,18,0,56,2.86018,6,2,6,1,0.90158,513,569,0,ATL,NA,70485,9
Tolfta,SWE,1978-05-24,NA,175,7,1997,Johan Holmqvist,75,N,Holmqvist,SWE,8466303,L,198,20062007,3,54,49,0,139,2.85826,19,3,4,3,0.89324,1163,1302,1,TBL,NA,175071,29
Denver,USA,1975-08-31,CO,229,9,1994,John Grahame,75,N,Grahame,USA,8460715,L,220,20062007,3,28,23,0,72,2.85157,13,2,2,3,0.89743,630,702,0,CAR,NA,90897,10
Laval,CAN,1976-09-13,QC,44,2,1994,Jose Theodore,71,N,Theodore,CAN,8460535,R,172,20062007,1,33,29,0,95,3.26086,15,1,6,1,0.8908,775,870,0,COL,NA,104880,13
Regina,CAN,1984-06-18,SK,38,2,2002,Josh Harding,74,N,Harding,CAN,8470216,R,194,20062007,0,7,4,0,7,1.16407,2,1,0,0,0.95977,167,174,1,MIN,NA,21648,3
Imatra,FIN,1975-05-08,NA,133,5,2001,Jussi Markkanen,72,N,Markkanen,FIN,8462255,L,182,20062007,0,22,16,0,52,3.14468,9,1,0,0,0.88621,405,457,0,EDM,NA,59529,5
Helsinki,FIN,1983-11-16,NA,2,1,2002,Kari Lehtonen,76,N,Lehtonen,FIN,8470140,L,209,20062007,1,70,68,0,194,2.8726,26,9,6,1,0.90968,1954,2148,4,ATL,NA,243124,34
Asikkala,FIN,1986-07-01,NA,191,6,2004,Karri Ramo,74,N,Ramo,FIN,8471403,L,206,20062007,0,2,0,0,4,3.4524,0,0,0,0,0.82608,19,23,0,TBL,NA,4171,0
Toronto,CAN,1975-04-04,ON,41,2,1993,Kevin Weekes,74,N,Weekes,CAN,8459463,L,215,20062007,0,14,12,0,43,3.39027,6,2,0,0,0.87887,312,355,0,NYR,NA,45660,4
Etobicoke,CAN,1974-08-27,ON,52,3,1992,Manny Fernandez,72,N,Fernandez,CAN,8458988,L,207,20062007,0,44,42,0,103,2.55203,16,1,12,0,0.91105,1055,1158,2,MIN,NA,145296,22
Toronto,CAN,1973-02-04,ON,188,8,1993,Manny Legace,70,N,Legace,CAN,8459308,L,200,20062007,0,45,43,0,109,2.59367,15,5,2,0,0.90739,1068,1177,5,STL,NA,151291,23
Montréal,CAN,1977-08-01,QC,25,1,1995,Marc Denis,73,N,Denis,CAN,8462055,L,193,20062007,0,44,39,0,125,3.18805,18,2,2,0,0.88295,943,1068,1,TBL,NA,141152,17
Sorel,CAN,1984-11-28,QC,1,1,2003,Marc-Andre Fleury,74,N,Fleury,CAN,8470594,L,185,20062007,3,72,70,0,202,2.8911,20,9,4,3,0.90399,1902,2104,5,PIT,NA,251530,41
Mlada Boleslav,CZE,1986-04-01,NA,17,1,2004,Marek Schwarz,72,N,Schwarz,CZE,8471230,R,180,20062007,0,2,1,0,3,2.9975,1,0,0,0,0.88,22,25,0,STL,NA,3603,0
Lac St. Charles,CAN,1977-08-15,QC,16,1,1995,Martin Biron,74,N,Biron,CAN,8462047,L,186,20062007,0,35,34,0,101,3.02725,12,3,25,0,0.90307,941,1042,0,"BUF,PHI",NA,120109,18
Montréal,CAN,1972-05-06,QC,20,1,1990,Martin Brodeur,74,Y,Brodeur,CAN,8455710,L,220,20062007,2,89,89,0,199,2.21741,29,7,14,2,0.92084,2315,2514,13,NJD,NA,323079,53
Burgdorf,CHE,1974-09-03,NA,232,8,2001,Martin Gerber,72,N,Gerber,CHE,8469675,L,205,20062007,0,29,26,0,74,2.77719,9,3,0,0,0.90561,710,784,1,OTT,NA,95924,15
Montréal,CAN,1985-02-12,QC,232,8,2004,Martin Houle,71,N,Houle,CAN,8471444,L,180,20062007,0,1,0,0,1,27.27272,0,0,0,0,0.66666,2,3,0,PHI,NA,132,0
Sault Ste. Marie,CAN,1975-08-13,ON,124,5,1994,Marty Turco,71,N,Turco,CAN,8460612,L,184,20062007,4,74,71,0,151,2.12024,24,5,22,4,0.91578,1642,1793,9,DAL,NA,256385,41
Chandler,CAN,1978-01-09,QC,44,2,1996,Mathieu Garon,73,N,Garon,CAN,8464999,R,198,20062007,1,32,28,0,79,2.66494,10,6,6,1,0.90694,770,849,2,LAK,NA,106719,13
Petrolia,CAN,1981-05-19,ON,165,6,1999,Michael Leighton,75,N,Leighton,CAN,8468038,L,186,20062007,0,5,4,0,14,3.91912,2,0,0,0,0.875,98,112,0,"NSH,PHI",NA,12860,2
Telkwa,CAN,1985-07-25,BC,NA,NA,NA,Michael Wall,74,N,Wall,CAN,8471526,L,209,20062007,1,4,3,0,10,2.97471,2,0,0,1,0.87654,71,81,0,ANA,NA,12102,2
Turku,FIN,1976-10-26,NA,116,5,1995,Miikka Kiprusoff,73,N,Kiprusoff,FIN,8462147,L,185,20062007,0,80,80,0,199,2.48603,28,9,2,0,0.9186,2246,2445,7,CGY,NA,288170,42
Sundbyberg,SWE,1979-09-19,NA,70,3,2000,Mikael Tellqvist,72,N,Tellqvist,SWE,8468550,L,189,20062007,1,31,27,0,92,3.34491,12,3,0,1,0.88485,707,799,2,"TOR,PHX",NA,99016,11
Johnson City,USA,1972-06-01,NY,53,3,1990,Mike Dunham,74,N,Dunham,USA,8456137,L,190,20062007,1,19,15,0,61,3.73825,10,3,0,1,0.88949,491,552,0,NYI,NA,58744,4
Medford,USA,1979-07-11,MA,186,7,1998,Mike Morrison,75,N,Morrison,USA,8467486,L,194,20062007,0,4,3,0,13,6.13207,3,0,0,0,0.79032,49,62,0,PHX,NA,7632,0
Kingston,CAN,1982-03-22,ON,161,5,2001,Mike Smith,77,N,Smith,CAN,8469608,L,220,20062007,0,23,18,0,45,2.22527,5,2,2,0,0.91193,466,511,3,DAL,NA,72800,12
Helsinki,FIN,1978-02-13,NA,NA,NA,NA,Niklas Backstrom,74,N,Backstrom,FIN,8473404,L,192,20062007,2,46,41,0,84,1.99748,12,6,4,2,0.92838,1089,1173,5,MIN,NA,151390,24
Sverdlovsk,RUS,1973-01-13,NA,204,9,1992,Nikolai Khabibulin,73,N,Khabibulin,RUS,8459140,L,208,20062007,0,60,57,0,163,2.85579,26,5,8,0,0.90227,1505,1668,1,CHI,NA,205477,25
Johannesburg,ZAF,1970-04-06,NA,19,1,1989,Olie Kolzig,75,N,Kolzig,DEU,8448535,L,224,20062007,3,54,53,0,159,2.99607,24,6,10,3,0.91022,1612,1771,1,WSH,NA,191050,22
Repentigny,CAN,1982-11-07,QC,8,1,2001,Pascal Leclaire,74,N,Leclaire,CAN,8469461,L,202,20062007,0,24,23,0,65,2.96551,15,2,2,0,0.89666,564,629,1,CBJ,NA,78907,6
St. Bonaventure,CAN,1974-07-07,QC,156,6,1993,Patrick Lalime,75,N,Lalime,CAN,8459579,L,192,20062007,0,12,11,0,33,3.07167,6,1,0,0,0.89589,284,317,1,CHI,NA,38676,4
Banská Bystrica,SVK,1982-09-18,NA,63,2,2001,Peter Budaj,73,N,Budaj,SVK,8469514,L,196,20062007,2,57,53,0,143,2.68245,16,6,0,2,0.9046,1356,1499,3,COL,NA,191914,31
Buffalo,USA,1980-02-27,NY,38,2,1998,Philippe Sauve,72,N,Sauve,USA,8467364,L,190,20062007,0,2,0,0,4,5.80177,0,0,0,0,0.82608,19,23,0,BOS,NA,2482,0
Hamilton,CAN,1982-09-28,ON,99,4,2001,Ray Emery,74,N,Emery,CAN,8469548,L,196,20062007,3,78,76,0,185,2.41313,23,6,30,3,0.91575,2011,2196,8,OTT,NA,275990,46
Winthrop,USA,1981-09-19,MA,1,1,2000,Rick DiPietro,72,N,DiPietro,USA,8468481,R,185,20062007,2,66,66,0,169,2.62483,22,9,24,2,0.91731,1875,2044,5,NYI,NA,231786,33
White,USA,1978-01-22,NY,139,6,1996,Robert Esche,73,N,Esche,USA,8465093,L,210,20062007,2,18,16,0,62,4.32424,9,1,2,2,0.87163,421,483,1,PHI,NA,51616,5
Montréal,CAN,1979-04-04,QC,4,1,1997,Roberto Luongo,75,Y,Luongo,CAN,8466141,L,215,20062007,2,88,87,0,196,2.20319,29,6,10,2,0.92449,2400,2596,5,VAN,NA,320262,52
East Lansing,USA,1980-07-17,MI,138,5,1999,Ryan Miller,74,N,Miller,USA,8468011,L,170,20062007,2,79,77,0,206,2.61795,23,6,4,2,0.91326,2169,2375,2,BUF,NA,283274,49
Des Moines,USA,1977-07-23,IA,215,8,1997,Scott Clemmensen,74,N,Clemmensen,USA,8466339,L,200,20062007,0,6,4,0,16,3.14256,1,2,0,0,0.88888,128,144,0,NJD,NA,18329,1
Windsor,CAN,1967-01-29,ON,24,2,1985,Sean Burke,76,N,Burke,CAN,8445769,L,209,20062007,1,23,23,0,68,3.11521,10,5,4,1,0.90101,619,687,1,LAK,NA,78582,6
Amqui,CAN,1980-06-25,QC,86,3,1999,Sebastien Caron,73,N,Caron,CAN,8467959,L,170,20062007,0,2,1,0,2,1.3608,0,0,0,0,0.93548,29,31,0,"CHI,ANA",NA,5291,1
Etobicoke,CAN,1977-08-20,ON,190,8,1996,Steve Valiquette,78,N,Valiquette,CAN,8465161,L,210,20062007,0,3,1,0,6,3.1409,2,0,0,0,0.86666,39,45,0,NYR,NA,6877,1
Flint,USA,1974-04-15,MI,217,9,1994,Tim Thomas,71,N,Thomas,USA,8460703,L,201,20062007,0,66,62,0,189,3.13318,29,4,6,0,0.90478,1796,1985,3,BOS,NA,217159,30
Broumov,CZE,1984-10-10,NA,131,5,2005,Tomas Popperle,73,N,Popperle,CZE,8471793,L,187,20062007,0,2,0,0,1,1.34831,0,0,0,0,0.92857,13,14,0,CBJ,NA,2670,0
Karlovy Vary,CZE,1976-07-02,NA,226,9,1994,Tomas Vokoun,73,N,Vokoun,CZE,8460712,R,210,20062007,2,49,49,0,120,2.4618,16,4,6,2,0.91792,1342,1462,5,NSH,NA,175481,28
Phoenix,USA,1976-03-30,AZ,NA,NA,NA,Ty Conklin,73,N,Conklin,USA,8469152,L,185,20062007,0,16,9,0,40,3.33982,5,2,2,0,0.87878,290,330,0,"CBJ,BUF",NA,43116,3
Tampere,FIN,1977-05-20,NA,90,4,1995,Vesa Toskala,70,N,Toskala,FIN,8462117,L,198,20062007,3,38,33,0,84,2.35343,10,1,0,3,0.90819,831,915,4,SJS,NA,128493,26
Invermere,CAN,1979-01-30,BC,NA,NA,NA,Wade Dubielewicz,70,N,Dubielewicz,CAN,8470584,L,185,20062007,0,9,6,0,17,2.33089,2,0,0,0,0.92703,216,233,0,NYI,NA,26256,4
Kushiro,JPN,1982-09-17,NA,238,8,2004,Yutaka Fukufuji,73,N,Fukufuji,JPN,8470534,L,160,20062007,0,4,1,0,7,4.36741,3,0,0,0,0.8372,36,43,0,LAK,NA,5770,0
Cold Lake,CAN,1981-01-07,AB,40,2,1999,Alex Auld,76,N,Auld,CAN,8467913,L,215,20072008,0,32,29,0,77,2.68248,13,5,0,0,0.90689,750,827,3,"PHX,BOS",NA,103337,12
Belleville,CAN,1980-05-04,ON,135,5,1998,Andrew Raycroft,73,N,Raycroft,CAN,8467453,L,180,20072008,0,19,16,0,63,3.91831,9,5,0,0,0.87622,446,509,1,TOR,NA,57882,2
Turku,FIN,1980-06-18,NA,168,6,1998,Antero Niittymaki,73,N,Niittymaki,FIN,8467511,L,195,20072008,0,28,23,0,69,2.90726,9,2,0,0,0.90663,670,739,1,PHI,NA,85441,12
Farmington,USA,1977-03-12,MI,129,5,1995,Brent Johnson,75,N,Johnson,USA,8462161,L,199,20072008,0,19,17,0,46,2.67437,8,2,0,0,0.908,454,500,0,WSH,NA,61921,7
Woonsocket,USA,1977-01-02,RI,22,1,1995,Brian Boucher,74,N,Boucher,USA,8462052,L,200,20072008,0,6,3,0,7,1.7483,1,1,0,0,0.93203,96,103,1,SJS,NA,14414,3
Newmarket,CAN,1985-04-09,ON,291,9,2003,Brian Elliott,74,N,Elliott,CAN,8470880,L,221,20072008,0,1,1,0,1,1.00502,0,0,0,0,0.96551,28,29,0,OTT,NA,3582,1
Saskatoon,CAN,1984-02-29,SK,25,1,2002,Cam Ward,73,N,Ward,CAN,8470320,L,194,20072008,1,69,67,0,180,2.74799,25,5,4,1,0.90374,1690,1870,4,CAR,NA,235808,37
Anahim Lake,CAN,1987-08-16,BC,5,1,2005,Carey Price,75,N,Price,CAN,8471679,L,217,20072008,2,52,51,0,133,2.60635,18,3,2,2,0.91614,1453,1586,5,MTL,NA,183705,29
Toronto,CAN,1984-06-22,ON,159,5,2003,Chris Beckford-Tseu,75,N,Beckford-Tseu,CAN,8470751,L,201,20072008,0,1,0,0,1,2.25422,0,0,0,0,0.88888,8,9,0,STL,NA,1597,0
Red Deer,CAN,1976-04-20,AB,122,5,1995,Chris Mason,72,N,Mason,CAN,8462152,L,198,20072008,1,51,45,0,130,2.8975,22,6,0,1,0.89827,1148,1278,4,NSH,NA,161518,18
Peace River,CAN,1972-11-26,AB,54,3,1991,Chris Osgood,70,N,Osgood,CAN,8458568,L,180,20072008,3,62,58,0,114,1.91659,13,4,0,3,0.91891,1292,1406,7,DET,NA,214130,41
Montréal,CAN,1984-12-31,QC,52,2,2003,Corey Crawford,74,N,Crawford,CAN,8470645,L,216,20072008,0,5,3,0,8,2.14142,2,0,0,0,0.92857,104,112,1,CHI,NA,13449,1
Park Ridge,USA,1981-05-21,IL,73,3,2001,Craig Anderson,74,N,Anderson,USA,8467950,L,187,20072008,1,17,13,0,35,2.24614,6,1,2,1,0.93457,500,535,2,FLA,NA,56096,8
Saint-Martin-d'Hères,FRA,1975-09-03,NA,214,7,2001,Cristobal Huet,73,N,Huet,FRA,8469658,L,205,20072008,2,52,51,0,118,2.32216,14,6,0,2,0.92021,1361,1479,4,"MTL,WSH",NA,182933,32
Saint-Martin-d'Hères,FRA,1975-09-03,NA,214,7,2001,Cristobal Huet,73,N,Huet,FRA,8469658,L,205,20072008,0,7,7,0,22,2.92628,4,NA,2,0,0.90909,220,242,0,WSH,NA,27065,3
Keswick,CAN,1967-04-29,ON,NA,NA,NA,Curtis Joseph,71,N,Joseph,CAN,8448382,L,193,20072008,0,11,5,0,18,2.25454,2,0,2,0,0.91588,196,214,0,CGY,NA,28742,4
London,CAN,1983-05-23,ON,176,6,2002,Curtis McElhinney,73,N,McElhinney,CAN,8470147,L,210,20072008,0,5,1,0,5,2.00111,2,0,0,0,0.90196,46,51,0,CGY,NA,8995,0
Owen Sound,CAN,1979-10-05,ON,NA,NA,NA,Curtis Sanford,71,N,Sanford,CAN,8468166,L,187,20072008,1,16,9,0,32,2.82754,3,1,2,1,0.89776,281,313,0,VAN,NA,40742,4
Mont-Laurier,CAN,1976-04-22,QC,26,1,1994,Dan Cloutier,73,N,Cloutier,CAN,8460516,L,195,20072008,0,9,9,0,28,3.43441,4,1,2,0,0.88663,219,247,0,LAK,NA,29350,2
Saskatoon,CAN,1980-06-19,SK,60,2,2000,Dan Ellis,73,N,Ellis,CAN,8468540,L,195,20072008,0,50,43,0,102,2.36738,14,3,0,0,0.92645,1285,1387,6,NSH,NA,155108,25
Labrador City,CAN,1986-03-28,NL,93,3,2004,Daniel Lacosta,73,N,Lacosta,CAN,8471305,L,186,20072008,0,1,0,0,0,0,0,0,0,0,1,5,5,0,CBJ,NA,789,0
Plymouth,GBR,1986-04-28,NA,221,7,2004,Daniel Taylor,72,N,Taylor,GBR,8471433,L,198,20072008,0,1,0,0,2,6,0,0,0,0,0.8,8,10,0,LAK,NA,1200,0
Val-d'Or,CAN,1980-09-02,QC,108,4,1998,Dany Sabourin,76,N,Sabourin,CAN,8467430,L,204,20072008,0,24,19,0,57,2.75469,9,1,2,0,0.90436,539,596,2,PIT,NA,74491,10
Fribourg,CHE,1978-02-07,NA,161,6,1997,David Aebischer,73,N,Aebischer,CHE,8466290,L,187,20072008,0,1,1,0,3,3.00417,1,0,0,0,0.90909,30,33,0,PHX,NA,3595,0
Kamenogorsk,KAZ,1983-02-03,NA,107,4,2001,Dimitri Patzold,72,N,Patzold,KAZ,8469556,L,195,20072008,0,3,0,0,4,5.50669,0,0,0,0,0.8,16,20,0,SJS,NA,2615,0
Pardubice,CZE,1965-01-29,NA,199,10,1983,Dominik Hasek,73,Y,Hasek,CZE,8447687,L,166,20072008,1,45,44,0,94,2.20654,12,3,14,1,0.90042,850,944,5,DET,NA,153362,29
Charlottetown,CAN,1983-06-24,PE,121,4,2001,Drew MacIntyre,73,N,MacIntyre,CAN,8469569,L,190,20072008,0,2,0,0,3,2.94599,1,0,0,0,0.86363,19,22,0,VAN,NA,3666,0
Simcoe,CAN,1969-10-12,ON,NA,NA,NA,Dwayne Roloson,73,N,Roloson,CAN,8460806,L,170,20072008,1,43,38,0,119,3.05102,17,5,2,1,0.90116,1085,1204,0,EDM,NA,140412,15
Sala,SWE,1982-03-08,NA,NA,NA,NA,Erik Ersberg,72,N,Ersberg,SWE,8473975,L,165,20072008,0,14,13,0,33,2.47814,5,3,0,0,0.92699,419,452,2,LAK,NA,47939,6
Kamenogorsk,KAZ,1975-07-25,NA,219,9,1994,Evgeni Nabokov,72,N,Nabokov,RUS,8460705,L,202,20072008,2,90,90,0,194,2.15006,28,8,12,2,0.90913,1941,2135,7,SJS,NA,324828,52
Pietarsaari,FIN,1973-11-29,NA,213,7,2002,Fredrik Norrena,72,N,Norrena,FIN,8470090,L,190,20072008,1,37,30,0,89,2.72513,19,6,0,1,0.89602,767,856,2,CBJ,NA,117572,10
Kalvola,FIN,1984-05-18,NA,29,1,2002,Hannu Toivonen,74,N,Toivonen,FIN,8470084,L,200,20072008,0,23,17,0,69,3.44287,10,5,2,0,0.87809,497,566,0,STL,NA,72149,6
Are,SWE,1982-03-02,NA,205,7,2000,Henrik Lundqvist,73,Y,Lundqvist,SWE,8468685,L,182,20072008,0,82,82,0,186,2.27158,29,10,2,0,0.91184,1924,2110,11,NYR,NA,294772,42
Togliatti,RUS,1980-06-22,NA,44,2,2000,Ilya Bryzgalov,75,N,Bryzgalov,RUS,8468524,L,213,20072008,0,64,62,0,147,2.44052,25,6,2,0,0.91962,1682,1829,3,"ANA,PHX",NA,216839,28
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20072008,0,8,5,0,13,2.15439,2,1,0,0,0.92696,165,178,1,MTL,NA,21723,2
Burnaby,CAN,1980-01-18,BC,66,3,1998,Jason LaBarbera,75,N,LaBarbera,CAN,8467391,L,232,20072008,0,45,42,0,121,2.99913,23,2,2,0,0.90976,1220,1341,1,LAK,NA,145242,17
Montréal,CAN,1977-07-19,QC,76,3,1995,Jean-Sebastien Aubin,71,N,Aubin,CAN,8462102,R,180,20072008,0,19,12,0,44,3.18956,6,1,0,0,0.88571,341,385,0,LAK,NA,49662,5
Montréal,CAN,1977-05-16,QC,13,1,1995,Jean-Sebastien Giguere,73,N,Giguere,CAN,8462044,L,202,20072008,1,64,63,0,136,2.22453,21,6,4,1,0.91976,1559,1695,4,ANA,NA,220091,37
Syracuse,USA,1984-03-26,NY,64,2,2003,Jimmy Howard,73,N,Howard,USA,8470657,L,218,20072008,0,4,2,0,7,2.13125,2,0,0,0,0.92631,88,95,0,DET,NA,11824,0
Montréal,CAN,1975-01-12,QC,10,1,1993,Jocelyn Thibault,71,N,Thibault,CAN,8459432,L,169,20072008,0,12,7,0,28,3.31328,4,2,0,0,0.86915,186,214,2,BUF,NA,30423,3
Pictou,CAN,1980-02-07,NS,NA,NA,NA,Joey MacDonald,72,N,MacDonald,CAN,8469732,L,197,20072008,0,2,2,0,6,2.98961,1,1,0,0,0.9178,67,73,0,NYI,NA,7225,0
Leksand,SWE,1973-05-05,NA,218,9,1994,Johan Hedberg,72,N,Hedberg,SWE,8460704,L,190,20072008,1,36,32,0,111,3.45573,15,3,16,1,0.89181,915,1026,1,ATL,NA,115634,14
Tolfta,SWE,1978-05-24,NA,175,7,1997,Johan Holmqvist,75,N,Holmqvist,SWE,8466303,L,198,20072008,1,47,47,0,129,3.03622,16,6,0,1,0.88917,1035,1164,2,"TBL,DAL",NA,152953,21
Denver,USA,1975-08-31,CO,229,9,1994,John Grahame,75,N,Grahame,USA,8460715,L,220,20072008,1,17,12,0,53,3.75213,7,1,4,1,0.875,371,424,0,CAR,NA,50851,5
Felben Wellhausen,CHE,1982-02-12,NA,NA,NA,NA,Jonas Hiller,74,N,Hiller,CHE,8473972,R,191,20072008,1,23,18,0,42,2.06036,7,1,0,1,0.92733,536,578,0,ANA,NA,73385,10
Laval,CAN,1988-08-07,QC,11,1,2006,Jonathan Bernier,72,N,Bernier,CAN,8473541,L,185,20072008,0,4,4,0,16,4.02712,3,0,0,0,0.8644,102,118,0,LAK,NA,14303,1
Milford,USA,1986-01-21,CT,72,3,2005,Jonathan Quick,73,N,Quick,USA,8471734,L,220,20072008,0,3,2,0,9,3.84296,2,0,0,0,0.85483,53,62,0,LAK,NA,8431,1
Laval,CAN,1976-09-13,QC,44,2,1994,Jose Theodore,71,N,Theodore,CAN,8460535,R,172,20072008,2,63,62,0,150,2.54105,27,3,2,2,0.90925,1503,1653,3,COL,NA,212510,32
Regina,CAN,1984-06-18,SK,38,2,2002,Josh Harding,74,N,Harding,CAN,8470216,R,194,20072008,1,30,25,0,77,2.90462,15,2,0,1,0.9093,772,849,1,MIN,NA,95434,11
Helsinki,FIN,1983-11-16,NA,2,1,2002,Kari Lehtonen,76,N,Lehtonen,FIN,8470140,L,209,20072008,2,48,45,0,131,2.90383,22,5,4,2,0.91602,1429,1560,4,ATL,NA,162406,17
Asikkala,FIN,1986-07-01,NA,191,6,2004,Karri Ramo,74,N,Ramo,FIN,8471403,L,206,20072008,1,22,20,0,64,3.02668,11,3,4,1,0.89873,568,632,0,TBL,NA,76123,7
Toronto,CAN,1975-04-04,ON,41,2,1993,Kevin Weekes,74,N,Weekes,CAN,8459463,L,215,20072008,0,9,5,0,17,2.97015,2,1,2,0,0.89375,143,160,0,NJD,NA,20605,2
Etobicoke,CAN,1974-08-27,ON,52,3,1992,Manny Fernandez,72,N,Fernandez,CAN,8458988,L,207,20072008,0,4,4,0,16,3.93254,2,0,0,0,0.83157,79,95,1,BOS,NA,14647,2
Toronto,CAN,1973-02-04,ON,188,8,1993,Manny Legace,70,N,Legace,CAN,8459308,L,200,20072008,2,66,65,0,147,2.40609,25,8,4,2,0.9108,1501,1648,5,STL,NA,219941,27
Montréal,CAN,1977-08-01,QC,25,1,1995,Marc Denis,73,N,Denis,CAN,8462055,L,193,20072008,0,10,4,0,28,4.04884,5,0,2,0,0.85929,171,199,0,TBL,NA,24896,1
Sorel,CAN,1984-11-28,QC,1,1,2003,Marc-Andre Fleury,74,N,Fleury,CAN,8470594,L,185,20072008,1,55,53,0,113,2.18104,16,2,2,1,0.9256,1406,1519,7,PIT,NA,186516,33
Mlada Boleslav,CZE,1986-04-01,NA,17,1,2004,Marek Schwarz,72,N,Schwarz,CZE,8471230,R,180,20072008,0,2,0,0,6,7.25319,1,0,0,0,0.64705,11,17,0,STL,NA,2978,0
Lac St. Charles,CAN,1977-08-15,QC,16,1,1995,Martin Biron,74,N,Biron,CAN,8462047,L,186,20072008,2,79,76,0,205,2.68104,28,9,10,2,0.91476,2200,2405,6,PHI,NA,275266,39
Montréal,CAN,1972-05-06,QC,20,1,1990,Martin Brodeur,74,Y,Brodeur,CAN,8455710,L,220,20072008,4,82,82,0,184,2.23662,31,6,8,4,0.91771,2052,2236,4,NJD,NA,296161,45
Burgdorf,CHE,1974-09-03,NA,232,8,2001,Martin Gerber,72,N,Gerber,CHE,8469675,L,205,20072008,2,61,59,0,159,2.77691,22,4,6,2,0.91057,1619,1778,2,OTT,NA,206128,30
Sault Ste. Marie,CAN,1975-08-13,ON,124,5,1994,Marty Turco,71,N,Turco,CAN,8460612,L,184,20072008,5,80,78,0,180,2.25906,29,6,20,5,0.91236,1874,2054,4,DAL,NA,286844,42
Chandler,CAN,1978-01-09,QC,44,2,1996,Mathieu Garon,73,N,Garon,CAN,8464999,R,198,20072008,0,47,44,0,118,2.66367,18,1,8,0,0.91317,1241,1359,4,EDM,NA,159479,26
Medicine Hat,CAN,1986-04-27,AB,158,5,2005,Matt Keetley,73,N,Keetley,CAN,8471819,R,187,20072008,0,1,0,0,0,0,0,0,0,0,1,2,2,0,CGY,NA,562,0
Petrolia,CAN,1981-05-19,ON,165,6,1999,Michael Leighton,75,N,Leighton,CAN,8468038,L,186,20072008,0,3,3,0,7,2.6557,1,0,0,0,0.89705,61,68,0,CAR,NA,9489,1
Turku,FIN,1976-10-26,NA,116,5,1995,Miikka Kiprusoff,73,N,Kiprusoff,FIN,8462147,L,185,20072008,2,83,83,0,215,2.7246,30,10,10,2,0.90619,2077,2292,3,CGY,NA,284078,41
Sundbyberg,SWE,1979-09-19,NA,70,3,2000,Mikael Tellqvist,72,N,Tellqvist,SWE,8468550,L,189,20072008,1,22,17,0,56,2.74494,8,2,2,1,0.90774,551,607,2,PHX,NA,73444,9
Kingston,CAN,1982-03-22,ON,161,5,2001,Mike Smith,77,N,Smith,CAN,8469608,L,220,20072008,1,34,32,0,84,2.59034,19,0,12,1,0.90094,764,848,3,"DAL,TBL",NA,116741,15
Helsinki,FIN,1978-02-13,NA,NA,NA,NA,Niklas Backstrom,74,N,Backstrom,FIN,8473404,L,192,20072008,0,64,63,0,148,2.35543,17,8,2,0,0.91773,1651,1799,4,MIN,NA,226200,35
Sverdlovsk,RUS,1973-01-13,NA,204,9,1992,Nikolai Khabibulin,73,N,Khabibulin,RUS,8459140,L,208,20072008,2,50,49,0,127,2.63491,20,6,4,2,0.90856,1262,1389,2,CHI,NA,173516,23
Johannesburg,ZAF,1970-04-06,NA,19,1,1989,Olie Kolzig,75,N,Kolzig,DEU,8448535,L,224,20072008,2,54,52,0,153,2.91092,21,6,8,2,0.89248,1270,1423,1,WSH,NA,189218,25
Kladno,CZE,1987-08-31,NA,41,2,2005,Ondrej Pavelec,75,N,Pavelec,CZE,8471715,L,212,20072008,0,7,5,0,18,3.11,3,0,2,0,0.90526,172,190,0,ATL,NA,20836,3
